incident_date,Aggravated Assault_avg,All Other Larceny_avg,Animal Cruelty_avg,Arson_avg,Assisting or Promoting Prostitution_avg,Betting/Wagering_avg,Bribery_avg,Burglary/Breaking & Entering_avg,Counterfeiting/Forgery_avg,Credit Card/Automated Teller Machine Fraud_avg,Destruction/Damage/Vandalism of Property_avg,Drug Equipment Violations_avg,Drug/Narcotic Violations_avg,Embezzlement_avg,Extortion/Blackmail_avg,False Pretenses/Swindle/Confidence Game_avg,Fondling_avg,Gambling Equipment Violation_avg,Hacking/Computer Invasion_avg,"Human Trafficking, Commercial Sex Acts_avg","Human Trafficking, Involuntary Servitude_avg",Identity Theft_avg,Impersonation_avg,Incest_avg,Intimidation_avg,Justifiable Homicide_avg,Kidnapping/Abduction_avg,Motor Vehicle Theft_avg,Murder and Nonnegligent Manslaughter_avg,Negligent Manslaughter_avg,Operating/Promoting/Assisting Gambling_avg,Pocket-picking_avg,Pornography/Obscene Material_avg,Prostitution_avg,Purchasing Prostitution_avg,Purse-snatching_avg,Rape_avg,Robbery_avg,Sexual Assault With An Object_avg,Shoplifting_avg,Simple Assault_avg,Sodomy_avg,Sports Tampering_avg,Statutory Rape_avg,Stolen Property Offenses_avg,Theft From Building_avg,Theft From Coin-Operated Machine or Device_avg,Theft From Motor Vehicle_avg,Theft of Motor Vehicle Parts or Accessories_avg,Weapon Law Violations_avg,Welfare Fraud_avg,Wire Fraud_avg,Aggravated Assault_avg_avg,All Other Larceny_avg_avg,Animal Cruelty_avg_avg,Arson_avg_avg,Assisting or Promoting Prostitution_avg_avg,Betting/Wagering_avg_avg,Bribery_avg_avg,Burglary/Breaking & Entering_avg_avg,Counterfeiting/Forgery_avg_avg,Credit Card/Automated Teller Machine Fraud_avg_avg,Destruction/Damage/Vandalism of Property_avg_avg,Drug Equipment Violations_avg_avg,Drug/Narcotic Violations_avg_avg,Embezzlement_avg_avg,Extortion/Blackmail_avg_avg,False Pretenses/Swindle/Confidence Game_avg_avg,Fondling_avg_avg,Gambling Equipment Violation_avg_avg,Hacking/Computer Invasion_avg_avg,"Human Trafficking, Commercial Sex Acts_avg_avg","Human Trafficking, Involuntary Servitude_avg_avg",Identity Theft_avg_avg,Impersonation_avg_avg,Incest_avg_avg,Intimidation_avg_avg,Justifiable Homicide_avg_avg,Kidnapping/Abduction_avg_avg,Motor Vehicle Theft_avg_avg,Murder and Nonnegligent Manslaughter_avg_avg,Negligent Manslaughter_avg_avg,Operating/Promoting/Assisting Gambling_avg_avg,Pocket-picking_avg_avg,Pornography/Obscene Material_avg_avg,Prostitution_avg_avg,Purchasing Prostitution_avg_avg,Purse-snatching_avg_avg,Rape_avg_avg,Robbery_avg_avg,Sexual Assault With An Object_avg_avg,Shoplifting_avg_avg,Simple Assault_avg_avg,Sodomy_avg_avg,Sports Tampering_avg_avg,Statutory Rape_avg_avg,Stolen Property Offenses_avg_avg,Theft From Building_avg_avg,Theft From Coin-Operated Machine or Device_avg_avg,Theft From Motor Vehicle_avg_avg,Theft of Motor Vehicle Parts or Accessories_avg_avg,Weapon Law Violations_avg_avg,Welfare Fraud_avg_avg,Wire Fraud_avg_avg
2022-01-26,19.9,59.36666666666667,,,,,,27.866666666666667,13.2,12.9,66.36666666666666,17.866666666666667,41.63333333333333,,,17.9,,,,,,26.9,,,20.4,,,49.56666666666667,,,,,,,,,5.133333333333334,10.266666666666667,,48.36666666666667,47.86666666666667,,,,14.933333333333334,19.366666666666667,,46.166666666666664,36.46666666666667,13.866666666666667,,,21.02,63.88999999999999,,,,,,30.453333333333333,,12.607777777777779,68.79666666666667,18.418888888888887,41.81777777777778,,,17.01,,,,,,21.936666666666667,,,21.43777777777778,,,46.62555555555556,,,,,,,,,,10.705555555555554,,46.92777777777778,49.52444444444445,,,,13.323333333333334,20.404444444444444,,50.22777777777778,32.202222222222225,14.542222222222223,,
2022-01-27,19.8,60.233333333333334,,,,,,28.266666666666666,13.233333333333333,13.6,66.5,18.033333333333335,42.06666666666667,,,18.133333333333333,,,,,,26.833333333333332,,,20.866666666666667,,,49.63333333333333,,,,,,,,,5.033333333333333,10.133333333333333,,48.9,48.766666666666666,,,,15.066666666666666,20.0,,47.13333333333333,37.4,13.933333333333334,,,20.94,63.47333333333333,,,,,,30.25777777777778,,12.592222222222224,68.47333333333333,18.35888888888889,41.715555555555554,,,17.0,,,,,,22.315555555555555,,,21.394444444444446,,,46.81888888888889,,,,,,,,,,10.678888888888887,,46.9,49.385555555555555,,,,13.392222222222223,20.33,,49.92999999999999,32.44777777777777,14.50888888888889,,
2022-01-28,19.533333333333335,60.233333333333334,,,,,,28.633333333333333,13.566666666666666,14.166666666666666,67.13333333333334,18.4,43.0,,,18.266666666666666,,,,,,27.333333333333332,,,21.233333333333334,,,49.333333333333336,,,,,,,,,5.133333333333334,10.133333333333333,,49.56666666666667,49.2,,,,15.466666666666667,19.9,,47.333333333333336,38.3,13.8,,,20.837777777777777,63.09777777777777,,,,,,30.091111111111108,,12.616666666666667,68.20777777777778,18.31222222222222,41.66444444444445,,,17.015555555555554,,,,,,22.717777777777776,,,21.36777777777778,,,46.988888888888894,,,,,,,,,,10.643333333333334,,46.88333333333333,49.285555555555554,,,,13.477777777777778,20.26111111111111,,49.66777777777778,32.724444444444444,14.472222222222221,,
2022-01-29,20.033333333333335,59.9,,,,,,29.033333333333335,13.633333333333333,14.233333333333333,67.26666666666667,18.6,43.46666666666667,,,18.0,,,,,,27.066666666666666,,,21.366666666666667,,,49.766666666666666,,,,,,,,,4.966666666666667,10.2,,50.13333333333333,49.7,,,,15.3,19.966666666666665,,47.63333333333333,38.6,13.766666666666667,,,20.773333333333333,62.733333333333334,,,,,,29.944444444444446,,12.65,67.97222222222223,18.285555555555558,41.65111111111111,,,17.02,,,,,,23.1,,,21.353333333333335,,,47.17666666666666,,,,,,,,,,10.610000000000001,,46.90111111111111,49.20111111111111,,,,13.556666666666667,20.20111111111111,,49.43555555555555,33.00111111111111,14.442222222222224,,
2022-01-30,20.133333333333333,59.266666666666666,,,,,,29.2,13.6,14.433333333333334,67.76666666666667,19.1,44.0,,,18.066666666666666,,,,,,26.966666666666665,,,20.966666666666665,,,49.5,,,,,,,,,5.0,10.166666666666666,,50.46666666666667,49.266666666666666,,,,15.7,19.633333333333333,,47.9,39.266666666666666,13.933333333333334,,,20.71,62.38,,,,,,29.827777777777776,,12.701111111111112,67.78,18.287777777777777,41.69222222222222,,,17.047777777777778,,,,,,23.494444444444447,,,21.33,,,47.34555555555555,,,,,,,,,,10.575555555555555,,46.94888888888889,49.077777777777776,,,,13.66,20.12222222222222,,49.25888888888889,33.327777777777776,14.413333333333334,,
2022-01-31,19.933333333333334,60.666666666666664,,,,,,30.166666666666668,13.9,15.066666666666666,68.93333333333334,19.2,44.53333333333333,,,18.3,,,,,,26.733333333333334,,,20.5,,,49.766666666666666,,,,,,,,,4.833333333333333,10.366666666666667,,51.4,49.0,,,,16.133333333333333,19.766666666666666,,48.43333333333333,39.53333333333333,13.833333333333334,,,20.642222222222223,62.10888888888888,,,,,,29.758888888888887,,12.784444444444444,67.68444444444444,18.303333333333335,41.768888888888895,,,17.086666666666662,,,,,,23.864444444444448,,,21.28222222222222,,,47.516666666666666,,,,,,,,,,10.55111111111111,,47.07333333333334,48.919999999999995,,,,13.783333333333333,20.043333333333333,,49.13555555555556,33.65888888888889,14.363333333333333,,
2022-02-01,20.333333333333332,62.2,,,,,,30.866666666666667,14.3,15.633333333333333,69.63333333333334,19.633333333333333,45.666666666666664,,,19.366666666666667,,,,,,26.9,,,20.433333333333334,,,50.333333333333336,,,,,,,,,4.833333333333333,10.466666666666667,,51.9,49.6,,,,16.3,20.033333333333335,,49.06666666666667,40.56666666666667,13.866666666666667,,,20.602222222222224,61.94111111111111,,,,,,29.736666666666668,,12.894444444444444,67.67222222222222,18.344444444444445,41.90333333333333,,,17.176666666666666,,,,,,24.237777777777776,,,21.237777777777776,,,47.71222222222222,,,,,,,,,,10.537777777777778,,47.24777777777777,48.80222222222222,,,,13.913333333333332,19.987777777777776,,49.04888888888889,34.041111111111114,14.323333333333332,,
2022-02-02,20.366666666666667,61.63333333333333,,,,,,30.633333333333333,14.366666666666667,15.7,69.4,19.366666666666667,45.86666666666667,,,19.733333333333334,,,,,,26.233333333333334,,,20.2,,,49.7,,,,,,,,,4.866666666666666,10.533333333333333,,52.166666666666664,50.266666666666666,,,,16.4,20.066666666666666,,49.46666666666667,40.86666666666667,13.966666666666667,,,20.57777777777778,61.74333333333333,,,,,,29.70777777777778,,12.996666666666666,67.67666666666666,18.38,42.04777777777778,,,17.27777777777778,,,,,,24.544444444444444,,,21.189999999999998,,,47.86,,,,,,,,,,10.532222222222222,,47.422222222222224,48.73777777777777,,,,14.038888888888888,19.934444444444445,,48.978888888888896,34.40555555555556,14.293333333333333,,
2022-02-03,20.466666666666665,61.6,,,,,,30.766666666666666,14.333333333333334,15.233333333333333,69.46666666666667,19.233333333333334,45.3,,,19.7,,,,,,25.8,,,20.2,,,49.86666666666667,,,,,,,,,4.866666666666666,10.333333333333334,,52.03333333333333,50.733333333333334,,,,16.3,20.133333333333333,,49.0,41.03333333333333,13.8,,,20.56222222222222,61.54333333333333,,,,,,29.69222222222222,,13.065555555555557,67.70222222222222,18.40666666666667,42.15222222222222,,,17.355555555555554,,,,,,24.813333333333333,,,21.136666666666667,,,48.01111111111111,,,,,,,,,,10.516666666666667,,47.57888888888888,48.71,,,,14.157777777777776,19.883333333333333,,48.86555555555556,34.76888888888889,14.25111111111111,,
2022-02-04,20.566666666666666,61.733333333333334,,,,,,30.433333333333334,14.033333333333333,14.933333333333334,69.6,19.466666666666665,45.13333333333333,,,19.8,,,,,,24.633333333333333,,,20.333333333333332,,,50.5,,,,,,,,,4.866666666666666,10.166666666666666,,52.9,50.833333333333336,,,,16.466666666666665,20.033333333333335,,48.266666666666666,41.333333333333336,13.9,,,20.544444444444444,61.36555555555556,,,,,,29.665555555555553,,13.120000000000001,67.73666666666666,18.441111111111113,42.242222222222225,,,17.44222222222222,,,,,,25.003333333333334,,,21.082222222222224,,,48.19444444444445,,,,,,,,,,10.492222222222221,,47.77111111111112,48.68333333333333,,,,14.287777777777778,19.826666666666664,,48.71222222222222,35.12555555555556,14.201111111111112,,
2022-02-05,21.2,61.06666666666667,,,,,,30.866666666666667,13.833333333333334,14.866666666666667,69.5,19.8,45.5,,,19.433333333333334,,,,,,23.0,,,20.133333333333333,,,50.333333333333336,,,,,,,,,4.666666666666667,10.266666666666667,,53.36666666666667,51.06666666666667,,,,16.466666666666665,19.733333333333334,,47.9,42.2,14.1,,,20.561111111111114,61.18555555555555,,,,,,29.676666666666666,,13.173333333333334,67.77111111111111,18.488888888888887,42.336666666666666,,,17.512222222222224,,,,,,25.09111111111111,,,21.023333333333333,,,48.36111111111111,,,,,,,,,,10.465555555555557,,47.98222222222223,48.681111111111115,,,,14.417777777777777,19.763333333333332,,48.54222222222222,35.51,14.172222222222222,,
2022-02-06,21.2,60.8,,,,,,30.8,13.233333333333333,14.566666666666666,69.56666666666666,19.966666666666665,45.13333333333333,,,18.9,,,,,,21.233333333333334,,,20.166666666666668,,,49.766666666666666,,,,,,,,,4.666666666666667,10.366666666666667,,53.9,51.333333333333336,,,,16.433333333333334,19.433333333333334,,47.5,42.166666666666664,13.866666666666667,,,20.576666666666664,61.018888888888895,,,,,,29.69666666666667,,13.214444444444444,67.82888888888888,18.537777777777777,42.413333333333334,,,17.563333333333333,,,,,,25.07111111111111,,,20.96333333333333,,,48.49333333333333,,,,,,,,,,10.454444444444444,,48.215555555555554,48.696666666666665,,,,14.544444444444444,19.711111111111112,,48.38333333333333,35.87,14.136666666666667,,
2022-02-07,21.033333333333335,61.833333333333336,,,,,,31.2,13.666666666666666,14.866666666666667,70.23333333333333,19.533333333333335,45.6,,,19.166666666666668,,,,,,21.666666666666668,,,20.266666666666666,,,50.53333333333333,,,,,,,,,4.766666666666667,10.3,,54.333333333333336,51.9,,,,16.233333333333334,19.8,,48.36666666666667,42.86666666666667,14.266666666666667,,,20.57555555555556,60.92444444444445,,,,,,29.72111111111111,,13.283333333333333,67.89333333333333,18.57111111111111,42.528888888888886,,,17.639999999999997,,,,,,25.08,,,20.90888888888889,,,48.64888888888889,,,,,,,,,,10.445555555555556,,48.477777777777774,48.761111111111106,,,,14.663333333333334,19.68111111111111,,48.28,36.260000000000005,14.12888888888889,,
2022-02-08,21.133333333333333,62.166666666666664,,,,,,31.6,14.2,15.2,71.1,20.1,46.733333333333334,,,19.7,,,,,,21.866666666666667,,,20.366666666666667,,,50.766666666666666,,,,,,,,,4.833333333333333,10.0,,54.93333333333333,51.666666666666664,,,,16.2,19.966666666666665,,48.733333333333334,43.63333333333333,14.733333333333333,,,20.582222222222224,60.85666666666667,,,,,,29.774444444444445,,13.375555555555556,68.01111111111112,18.623333333333335,42.69555555555555,,,17.75,,,,,,25.097777777777775,,,20.861111111111107,,,48.80111111111111,,,,,,,,,,10.416666666666666,,48.772222222222226,48.833333333333336,,,,14.777777777777777,19.667777777777776,,48.20222222222222,36.681111111111115,14.135555555555555,,
2022-02-09,21.133333333333333,62.3,,,,,,31.9,14.233333333333333,15.433333333333334,71.2,20.433333333333334,47.6,,,19.5,,,,,,21.366666666666667,,,20.466666666666665,,,50.46666666666667,,,,,,,,,4.866666666666666,10.1,,55.8,52.2,,,,16.433333333333334,20.1,,49.0,44.4,14.9,,,20.583333333333332,60.79,,,,,,29.82333333333333,,13.47,68.12333333333332,18.69222222222222,42.89888888888889,,,17.836666666666666,,,,,,25.06111111111111,,,20.80777777777778,,,48.928888888888885,,,,,,,,,,10.394444444444446,,49.096666666666664,48.919999999999995,,,,14.889999999999999,19.663333333333334,,48.120000000000005,37.13111111111111,14.148888888888889,,
2022-02-10,20.866666666666667,62.233333333333334,,,,,,31.866666666666667,14.133333333333333,15.3,71.6,20.233333333333334,47.7,,,19.633333333333333,,,,,,20.9,,,20.666666666666668,,,51.13333333333333,,,,,,,,,5.066666666666666,10.266666666666667,,56.4,53.266666666666666,,,,16.5,20.333333333333332,,48.86666666666667,44.56666666666667,15.2,,,20.56888888888889,60.71222222222222,,,,,,29.866666666666667,,13.562222222222223,68.25,18.747777777777777,43.08444444444444,,,17.924444444444443,,,,,,24.984444444444442,,,20.764444444444443,,,49.09,,,,,,,,,,10.386666666666667,,49.43555555555556,49.067777777777785,,,,14.995555555555557,19.665555555555553,,48.03333333333333,37.56333333333334,14.180000000000001,,
2022-02-11,20.966666666666665,63.06666666666667,,,,,,32.53333333333333,13.866666666666667,15.233333333333333,71.76666666666667,20.633333333333333,48.233333333333334,,,20.033333333333335,,,,,,20.3,,,20.466666666666665,,,51.6,,,,,,,,,4.9,10.266666666666667,,56.03333333333333,53.733333333333334,,,,16.266666666666666,20.533333333333335,,49.43333333333333,45.0,15.4,,,20.556666666666665,60.69444444444444,,,,,,29.944444444444443,,13.65,68.37222222222222,18.82222222222222,43.30111111111111,,,18.04111111111111,,,,,,24.86777777777778,,,20.72111111111111,,,49.26888888888889,,,,,,,,,,10.379999999999999,,49.76,49.23555555555556,,,,15.088888888888887,19.681111111111115,,47.97666666666667,37.99888888888889,14.22,,
2022-02-12,21.0,62.86666666666667,,,,,,32.36666666666667,13.9,15.133333333333333,70.96666666666667,20.466666666666665,47.766666666666666,,,19.933333333333334,,,,,,19.6,,,20.566666666666666,,,51.8,,,,,,,,,4.733333333333333,10.133333333333333,,55.733333333333334,54.1,,,,16.466666666666665,20.4,,48.93333333333333,44.733333333333334,15.566666666666666,,,20.543333333333333,60.69333333333334,,,,,,30.02888888888889,,13.742222222222223,68.43666666666667,18.88,43.48777777777777,,,18.146666666666665,,,,,,24.714444444444446,,,20.678888888888885,,,49.44777777777777,,,,,,,,,,10.366666666666667,,50.056666666666665,49.42444444444445,,,,15.19111111111111,19.69,,47.913333333333334,38.41444444444445,14.256666666666666,,
2022-02-13,21.2,62.53333333333333,,,,,,32.233333333333334,13.666666666666666,15.166666666666666,71.3,20.633333333333333,47.46666666666667,,,19.666666666666668,,,,,,18.8,,,20.366666666666667,,,51.9,,,,,,,,,4.6,9.966666666666667,,55.333333333333336,54.96666666666667,,,,16.433333333333334,20.266666666666666,,48.63333333333333,44.833333333333336,15.566666666666666,,,20.54888888888889,60.715555555555554,,,,,,30.106666666666666,,13.838888888888887,68.53444444444445,18.944444444444446,43.66222222222222,,,18.243333333333332,,,,,,24.513333333333332,,,20.635555555555552,,,49.62555555555556,,,,,,,,,,10.34,,50.32333333333334,49.64888888888889,,,,15.28777777777778,19.70111111111111,,47.87444444444444,38.82333333333334,14.294444444444444,,
2022-02-14,21.3,63.1,,,,,,33.266666666666666,13.8,15.666666666666666,71.0,20.933333333333334,47.766666666666666,,,20.133333333333333,6.133333333333334,,,,,19.166666666666668,,,20.433333333333334,,,52.233333333333334,,,,,,,,,4.866666666666666,9.8,,55.36666666666667,54.5,,,,16.533333333333335,20.6,,48.96666666666667,45.63333333333333,15.733333333333333,,,20.568888888888885,60.776666666666664,,,,,,30.227777777777774,,13.964444444444444,68.63666666666667,19.019999999999996,43.85111111111111,,,18.366666666666667,,,,,,24.325555555555557,,,20.592222222222222,,,49.812222222222225,,,,,,,,,,10.308888888888891,,50.61000000000001,49.861111111111114,,,,15.397777777777778,19.73111111111111,,47.871111111111105,39.25333333333334,14.345555555555556,,
2022-02-15,20.966666666666665,64.06666666666666,,,,,,34.233333333333334,14.233333333333333,15.9,71.86666666666666,20.666666666666668,47.63333333333333,,,20.333333333333332,6.266666666666667,,,,,19.433333333333334,,,20.833333333333332,,,52.1,,,,,,,,,4.9,9.833333333333334,,55.86666666666667,54.766666666666666,,,,16.866666666666667,20.9,,49.5,46.8,15.533333333333333,,,20.57111111111111,60.91222222222222,,,,,,30.389999999999997,,14.098888888888888,68.78888888888888,19.087777777777777,44.04777777777778,,,18.502222222222223,,,,,,24.15666666666667,,,20.594444444444445,,,49.98,,,,,,,,,,10.284444444444444,,50.94555555555555,50.093333333333334,,,,15.517777777777777,19.776666666666664,,47.906666666666666,39.718888888888884,14.385555555555555,,
2022-02-16,21.1,63.86666666666667,,,,,,34.666666666666664,14.266666666666667,16.0,71.86666666666666,20.766666666666666,48.2,,,20.633333333333333,6.666666666666667,,,,,19.066666666666666,,,20.866666666666667,,,50.93333333333333,,,,,,,,,4.966666666666667,9.633333333333333,,56.333333333333336,54.93333333333333,,,,16.5,20.8,,49.53333333333333,46.5,15.8,,,20.58555555555556,61.05111111111111,,,,,,30.55666666666667,,14.24,68.93555555555555,19.164444444444445,44.29222222222222,,,18.637777777777778,,,,,,23.964444444444442,,,20.59333333333333,,,50.077777777777776,,,,,,,,,,10.25,,51.30666666666666,50.33777777777778,,,,15.61111111111111,19.812222222222218,,47.93888888888888,40.15444444444445,14.426666666666668,,
2022-02-17,21.3,62.733333333333334,,,,,,34.6,14.033333333333333,15.9,71.93333333333334,21.2,48.63333333333333,,,20.366666666666667,6.733333333333333,,,,,18.366666666666667,,,20.933333333333334,,,50.86666666666667,,,,,,,,,4.933333333333334,9.733333333333333,,56.1,55.03333333333333,,,,16.566666666666666,20.9,,49.6,46.86666666666667,15.766666666666667,,,20.605555555555554,61.10777777777778,,,,,,30.718888888888888,,14.366666666666667,69.08777777777777,19.27555555555556,44.56111111111111,,,18.756666666666668,,,,,,23.74,,,20.592222222222222,,,50.17111111111112,,,,,,,,,,10.224444444444446,,51.656666666666666,50.59333333333334,,,,15.702222222222222,19.84777777777778,,47.983333333333334,40.58888888888888,14.47,,
2022-02-18,21.6,62.8,,,,,,34.5,14.133333333333333,15.933333333333334,71.8,21.433333333333334,48.93333333333333,,,20.566666666666666,6.8,,,,,17.733333333333334,,,21.633333333333333,,,50.266666666666666,,,,,,,,,4.833333333333333,9.766666666666667,,55.5,55.833333333333336,,,,16.5,20.766666666666666,,49.8,47.5,15.866666666666667,,,20.65111111111111,61.193333333333335,,,,,,30.865555555555552,,14.486666666666668,69.25333333333333,19.394444444444446,44.84111111111111,,,18.882222222222218,,,,,,23.483333333333334,,,20.621111111111112,,,50.230000000000004,,,,,,,,,,10.202222222222222,,51.97777777777778,50.89,,,,15.774444444444445,19.88555555555556,,48.044444444444444,41.04888888888888,14.526666666666667,,
2022-02-19,21.733333333333334,62.833333333333336,,,,,,34.166666666666664,13.633333333333333,15.7,71.8,21.666666666666668,49.266666666666666,,,20.033333333333335,6.9,,,,,17.666666666666668,,,21.433333333333334,,,49.7,,,,,,,,,4.666666666666667,9.833333333333334,,55.7,56.7,,,,16.466666666666665,20.366666666666667,,49.5,47.86666666666667,16.033333333333335,,,20.691111111111113,61.294444444444444,,,,,,31.0,,14.603333333333333,69.42,19.515555555555554,45.12,,,18.983333333333334,,,,,,23.223333333333336,,,20.64333333333333,,,50.261111111111106,,,,,,,,,,10.181111111111111,,52.303333333333335,51.23222222222223,,,,15.843333333333332,19.915555555555557,,48.11555555555556,41.507777777777775,14.580000000000002,,
2022-02-20,22.1,62.36666666666667,,,,,,34.0,13.266666666666667,15.533333333333333,71.6,21.666666666666668,49.46666666666667,,,19.9,6.966666666666667,,,,,,,,21.433333333333334,,,48.63333333333333,,,,,,,,,4.6,9.733333333333333,,55.36666666666667,55.86666666666667,,,,16.3,20.266666666666666,,50.13333333333333,47.46666666666667,16.4,,,20.753333333333334,61.40111111111111,,,,,,31.141111111111112,,14.725555555555555,69.5988888888889,19.643333333333334,45.42777777777778,,,19.08,,,,,,,,,20.666666666666668,,,50.25666666666667,,,,,,,,,,10.152222222222223,,52.62,51.53333333333333,,,,15.915555555555555,19.95777777777778,,48.24777777777777,41.93222222222222,14.65111111111111,,
2022-02-21,22.033333333333335,62.766666666666666,,,,,,34.166666666666664,13.0,15.433333333333334,71.76666666666667,21.833333333333332,49.46666666666667,,,20.333333333333332,6.9,,,,,,,,21.6,,,48.86666666666667,,,,,,,,,4.566666666666666,9.466666666666667,,55.4,55.2,,,,16.566666666666666,20.6,,50.166666666666664,47.86666666666667,16.633333333333333,,,20.808888888888887,61.54555555555556,,,,,,31.32111111111111,,14.843333333333332,69.77555555555556,19.788888888888888,45.75,,,19.20888888888889,,,,,,,,,20.7,,,50.26777777777777,,,,,,,,,,10.107777777777779,,52.95333333333334,51.80111111111111,,,,16.004444444444445,20.02777777777778,,48.39555555555555,42.36111111111111,14.729999999999999,,
2022-02-22,21.6,62.9,,,,,,34.0,13.166666666666666,15.6,71.43333333333334,21.933333333333334,49.766666666666666,,,20.9,6.966666666666667,,,,,,,,21.433333333333334,,,49.3,,,,,,,,,4.533333333333333,9.533333333333333,,55.63333333333333,54.8,,,,16.733333333333334,20.5,,49.86666666666667,47.96666666666667,16.8,,,20.84777777777778,61.70555555555555,,,,,,31.513333333333332,13.713333333333333,14.962222222222222,69.94333333333334,19.941111111111113,46.09111111111111,,,19.36111111111111,,,,,,,,,20.72222222222222,,,50.277777777777786,,,,,,,,,4.851111111111111,10.081111111111111,,53.30444444444444,52.063333333333325,,,,16.1,20.102222222222224,,48.535555555555554,42.78777777777778,14.821111111111112,,
2022-02-23,21.2,62.63333333333333,,,,,,33.7,12.966666666666667,15.3,70.4,21.966666666666665,49.733333333333334,,,20.9,6.766666666666667,,,,,,,,21.666666666666668,,,49.233333333333334,,,,,,,,,4.333333333333333,9.366666666666667,,55.733333333333334,54.86666666666667,,,,16.5,20.3,,49.53333333333333,48.36666666666667,16.8,,,20.871111111111112,61.82555555555555,,,,,,31.693333333333335,13.736666666666668,15.047777777777778,70.05444444444444,20.09,46.412222222222226,,,19.493333333333336,,,,,,,,,20.756666666666668,,,50.272222222222226,,,,,,,,,4.827777777777778,10.046666666666665,,53.60555555555556,52.32333333333334,,,,16.17888888888889,20.155555555555555,,48.668888888888894,43.221111111111114,14.91777777777778,,
2022-02-24,21.466666666666665,63.233333333333334,,,,,,33.666666666666664,12.933333333333334,15.4,69.86666666666666,21.9,49.53333333333333,,,20.533333333333335,6.7,,,,,,,,21.866666666666667,,,49.36666666666667,,,,,,,,,4.5,9.366666666666667,,55.666666666666664,54.333333333333336,,,,16.733333333333334,20.1,,49.13333333333333,48.6,16.933333333333334,,,20.906666666666663,61.96666666666667,,,,,,31.873333333333335,13.744444444444445,15.134444444444444,70.15444444444444,20.222222222222225,46.693333333333335,,,19.595555555555556,,,,,,,,,20.80333333333333,,,50.25888888888889,,,,,,,,,4.811111111111112,10.016666666666667,,53.87777777777778,52.54333333333333,,,,16.258888888888887,20.185555555555556,,48.78333333333333,43.64,15.018888888888888,,
2022-02-25,21.866666666666667,63.1,,,,,,33.56666666666667,12.666666666666666,15.366666666666667,69.46666666666667,22.233333333333334,49.766666666666666,,,20.333333333333332,6.6,,,,,,,,21.9,,,49.266666666666666,,,,,,,,,4.566666666666666,9.166666666666666,,55.8,54.86666666666667,,,,16.666666666666668,19.533333333333335,,48.166666666666664,48.43333333333333,17.166666666666668,,,20.97222222222222,62.09111111111111,,,,,,32.06333333333333,13.726666666666665,15.216666666666667,70.25777777777779,20.367777777777782,46.964444444444446,,,19.67666666666667,,,,,,,,,20.853333333333335,,,50.24888888888889,,,,,,,,,4.792222222222223,9.98,,54.12555555555556,52.77666666666667,,,,16.316666666666666,20.191111111111113,,48.85,44.03888888888889,15.12888888888889,,
2022-02-26,22.2,62.5,,,,,,32.96666666666667,12.266666666666667,14.733333333333333,69.1,22.566666666666666,49.766666666666666,,,20.0,6.5,,,,,,,,21.6,,,48.7,,,,,,,,,4.633333333333334,8.933333333333334,,55.4,54.9,,,,16.5,18.933333333333334,,47.166666666666664,48.06666666666667,17.5,,,21.052222222222223,62.166666666666664,,,,,,32.22,13.694444444444446,15.254444444444443,70.34444444444445,20.51888888888889,47.22111111111111,,,19.73888888888889,,,,,,,,,20.877777777777776,,,50.217777777777776,,,,,,,,,4.778888888888889,9.940000000000001,,54.34222222222222,52.98111111111111,,,,16.364444444444445,20.15555555555556,,48.85111111111111,44.39444444444444,15.247777777777777,,
2022-02-27,22.2,62.63333333333333,,,,,,32.63333333333333,11.766666666666667,14.333333333333334,68.4,22.466666666666665,49.733333333333334,,,19.433333333333334,6.4,,,,,,,,21.566666666666666,,,48.46666666666667,,,,,,,,,4.666666666666667,8.733333333333333,,54.4,55.03333333333333,,,,16.266666666666666,18.566666666666666,,46.4,47.5,17.633333333333333,,,21.141111111111112,62.24666666666667,,,,,,32.35333333333333,13.634444444444446,15.26,70.38666666666667,20.654444444444444,47.44555555555555,,,19.777777777777775,,,,,,,,,20.88888888888889,,,50.18888888888889,,,,,,,,,4.763333333333333,9.893333333333333,,54.50333333333333,53.175555555555555,,,,16.391111111111112,20.11111111111111,,48.82,44.70111111111111,15.375555555555556,,
2022-02-28,22.3,62.43333333333333,,,,,,32.2,12.0,14.666666666666666,67.96666666666667,22.766666666666666,50.03333333333333,,,19.833333333333332,6.6,,,,,,,,21.766666666666666,,,47.9,,,,,,,,,4.766666666666667,8.5,,54.2,55.06666666666667,,,,16.7,18.766666666666666,,46.266666666666666,47.833333333333336,17.533333333333335,,,21.216666666666665,62.331111111111106,,,,,,32.458888888888886,13.58,15.274444444444445,70.41,20.793333333333333,47.66444444444445,,,19.83888888888889,,,,,,,,,20.90222222222222,,,50.126666666666665,,,,,,,,,4.756666666666666,9.836666666666666,,54.63888888888889,53.35444444444445,,,,16.43777777777778,20.07111111111111,,48.77444444444445,45.00888888888889,15.50111111111111,,
